Last_Update,Country_Region,Province_State,Copy_of_Confirmed,Copy_of_Deaths,Copy_of_Recovered
2020-05-22,US,Maine,1877,73,0
2020-05-22,US,Maryland,43531,2159,0
2020-05-22,US,Massachusetts,90084,6148,0
2020-05-22,US,Michigan,53510,5129,0
2020-05-22,US,Minnesota,18200,818,0
2020-05-22,US,Mississippi,12222,580,0
2020-05-22,US,Missouri,11689,668,0
2020-05-22,US,Montana,479,16,0
2020-05-22,US,Nebraska,11427,138,0
2020-05-22,US,Nevada,7400,383,0
2020-05-22,US,New Hampshire,3935,199,0
2020-05-22,US,New Jersey,151586,10846,0
2020-05-22,US,New Mexico,6472,294,0
2020-05-22,US,New York,356458,28743,0
2020-05-22,US,North Carolina,20512,728,0
2020-05-22,US,North Dakota,2229,51,0
2020-05-22,US,Northern Mariana Islands,22,2,0
2020-05-22,US,Ohio,30167,1837,0
2020-05-22,US,Oklahoma,5680,304,0
2020-05-22,US,Oregon,3817,145,0
2020-05-22,US,Pennsylvania,69252,4869,0
2020-05-22,US,Puerto Rico,2913,126,0
2020-05-22,US,Recovered,0,0,298418
2020-05-22,US,Rhode Island,13571,556,0
2020-05-22,US,South Carolina,9381,416,0
2020-05-22,US,South Dakota,4177,48,0
2020-05-22,US,Tennessee,18961,313,0
2020-05-22,US,Texas,53053,1460,0
2020-05-22,US,Utah,7874,92,0
2020-05-22,US,Vermont,950,54,0
2020-05-22,US,Virgin Islands,69,6,0
2020-05-22,US,Virginia,34137,1100,0
2020-05-22,US,Washington,19117,1044,0
2020-05-22,US,West Virginia,1593,70,0
2020-05-22,US,Wisconsin,13885,487,0
2020-05-22,US,Wyoming,801,12,0
2020-05-22,United Kingdom,Anguilla,3,0,3
2020-05-22,United Kingdom,Bermuda,125,9,80
2020-05-22,United Kingdom,British Virgin Islands,8,1,6
2020-05-22,United Kingdom,Cayman Islands,121,1,55
2020-05-22,United Kingdom,Channel Islands,558,45,508
2020-05-22,United Kingdom,Falkland Islands (Malvinas),13,0,13
2020-05-22,United Kingdom,Gibraltar,151,0,146
2020-05-22,United Kingdom,Isle of Man,336,24,303
2020-05-22,United Kingdom,Montserrat,11,1,10
2020-05-22,United Kingdom,Turks and Caicos Islands,12,1,10
2020-05-23,Australia,Australian Capital Territory,107,3,104
2020-05-23,Australia,New South Wales,3086,48,2653
2020-05-23,Australia,Northern Territory,29,0,29
2020-05-23,Australia,Queensland,1060,6,1041
2020-05-23,Australia,South Australia,439,4,435
2020-05-23,Australia,Tasmania,228,13,199
2020-05-23,Australia,Victoria,1593,18,1479
2020-05-23,Australia,Western Australia,557,9,545
2020-05-23,Brazil,Acre,3343,80,0
2020-05-23,Brazil,Alagoas,5302,280,0
2020-05-23,Brazil,Amapa,5655,157,0
2020-05-23,Brazil,Amazonas,27038,1669,0
2020-05-23,Brazil,Bahia,12557,399,0
2020-05-23,Brazil,Ceara,34573,2251,0
2020-05-23,Brazil,Distrito Federal,5948,90,0
2020-05-23,Brazil,Espirito Santo,9520,397,0
2020-05-23,Brazil,Goias,2304,93,0
2020-05-23,Brazil,Maranhao,17212,693,0
2020-05-23,Brazil,Mato Grosso,1220,37,0
2020-05-23,Brazil,Mato Grosso do Sul,805,17,0
2020-05-23,Brazil,Minas Gerais,5995,201,0
2020-05-23,Brazil,Para,21469,1937,0
2020-05-23,Brazil,Paraiba,6882,248,0
2020-05-23,Brazil,Parana,2939,146,0
2020-05-23,Brazil,Pernambuco,25760,2057,0
2020-05-23,Brazil,Piaui,3074,93,0
2020-05-23,Brazil,Rio Grande do Norte,4251,181,0
2020-05-23,Brazil,Rio Grande do Sul,5918,172,0
2020-05-23,Brazil,Rio de Janeiro,33589,3657,0
2020-05-23,Brazil,Rondonia,2774,106,0
2020-05-23,Brazil,Roraima,2306,83,0
2020-05-23,Brazil,Santa Catarina,6458,100,0
2020-05-23,Brazil,Sao Paulo,76871,5773,0
2020-05-23,Brazil,Sergipe,4922,82,0
2020-05-23,Brazil,Tocantins,2205,49,0
2020-05-23,Brazil,Unknown,0,0,135430
2020-05-23,Canada,Alberta,6800,134,5801
2020-05-23,Canada,British Columbia,2507,155,2043
2020-05-23,Canada,Diamond Princess,1,1,0
2020-05-23,Canada,Grand Princess,13,0,13
2020-05-23,Canada,Manitoba,292,7,267
2020-05-23,Canada,New Brunswick,121,0,120
2020-05-23,Canada,Newfoundland and Labrador,260,3,253
2020-05-23,Canada,Northwest Territories,5,0,5
2020-05-23,Canada,Nova Scotia,1048,58,961
2020-05-23,Canada,Ontario,26085,2129,18767
2020-05-23,Canada,Prince Edward Island,27,0,27
2020-05-23,Canada,Quebec,46150,3866,13819
2020-05-23,Canada,Saskatchewan,627,7,521
2020-05-23,Canada,Yukon,11,0,11
2020-05-23,Chile,Antofagasta,1841,17,0
2020-05-23,Chile,Araucania,1737,45,0
2020-05-23,Chile,Arica y Parinacota,471,7,0
2020-05-23,Chile,Atacama,175,0,0
2020-05-23,Chile,Aysen,8,0,0
2020-05-23,Chile,Biobio,1311,10,0
2020-05-23,Chile,Coquimbo,281,2,0
2020-05-23,Chile,Los Lagos,717,13,0
2020-05-23,Chile,Los Rios,262,6,0
2020-05-23,Chile,Magallanes,992,18,0
2020-05-23,Chile,Maule,782,15,0
2020-05-23,Chile,Metropolitana,48350,423,0
2020-05-23,Chile,Nuble,1025,21,0
2020-05-23,Chile,OHiggins,492,8,0
2020-05-23,Chile,Tarapaca,1393,5,0
2020-05-23,Chile,Unknown,0,0,25342
2020-05-23,Chile,Valparaiso,2020,40,0
2020-05-23,China,Anhui,991,6,985
2020-05-23,China,Beijing,593,9,579
2020-05-23,China,Chongqing,579,6,573
2020-05-23,China,Fujian,356,1,355
2020-05-23,China,Gansu,139,2,137
2020-05-23,China,Guangdong,1591,8,1580
2020-05-23,China,Guangxi,254,2,252
2020-05-23,China,Guizhou,147,2,145
2020-05-23,China,Hainan,169,6,162
2020-05-23,China,Hebei,328,6,322
2020-05-23,China,Heilongjiang,945,13,932
2020-05-23,China,Henan,1276,22,1254
2020-05-23,China,Hong Kong,1065,4,1029
2020-05-23,China,Hubei,68135,4512,63616
2020-05-23,China,Hunan,1019,4,1015
2020-05-23,China,Inner Mongolia,217,1,199
2020-05-23,China,Jiangsu,653,0,653
2020-05-23,China,Jiangxi,937,1,936
2020-05-23,China,Jilin,154,2,128
2020-05-23,China,Liaoning,149,2,144
2020-05-23,China,Macau,45,0,45
2020-05-23,China,Ningxia,75,0,75
2020-05-23,China,Qinghai,18,0,18
2020-05-23,China,Shaanxi,308,3,304
2020-05-23,China,Shandong,788,7,780
2020-05-23,China,Shanghai,667,7,647
2020-05-23,China,Shanxi,198,0,198
2020-05-23,China,Sichuan,563,3,558
2020-05-23,China,Tianjin,192,3,187
2020-05-23,China,Tibet,1,0,1
2020-05-23,China,Xinjiang,76,3,73
2020-05-23,China,Yunnan,185,2,183
2020-05-23,China,Zhejiang,1268,1,1267
2020-05-23,Denmark,Faroe Islands,187,0,187
2020-05-23,Denmark,Greenland,11,0,11
2020-05-23,France,French Guiana,261,1,141
2020-05-23,France,French Polynesia,60,0,60
2020-05-23,France,Guadeloupe,156,13,115
2020-05-23,France,Martinique,197,14,91
2020-05-23,France,Mayotte,1521,19,894
2020-05-23,France,New Caledonia,18,0,18
2020-05-23,France,Reunion,449,1,411
2020-05-23,France,Saint Barthelemy,6,0,6
2020-05-23,France,Saint Pierre and Miquelon,1,0,1
2020-05-23,France,St Martin,40,3,33
2020-05-23,Germany,Baden-Wurttemberg,34310,1692,31000
2020-05-23,Germany,Bayern,46318,2372,41340
2020-05-23,Germany,Berlin,6611,190,6018
2020-05-23,Germany,Brandenburg,3228,168,2900
2020-05-23,Germany,Bremen,1296,40,1000
2020-05-23,Germany,Hamburg,5059,240,4600
2020-05-23,Germany,Hessen,9656,457,8400
2020-05-23,Germany,Mecklenburg-Vorpommern,759,20,702
2020-05-23,Germany,Niedersachsen,11456,572,10200
2020-05-23,Germany,Nordrhein-Westfalen,37010,1547,33100
2020-05-23,Germany,Rheinland-Pfalz,6576,226,5969
2020-05-23,Germany,Saarland,2713,162,2441
2020-05-23,Germany,Sachsen,5212,203,4620
2020-05-23,Germany,Sachsen-Anhalt,1693,54,1554
2020-05-23,Germany,Schleswig-Holstein,3039,134,2800
2020-05-23,Germany,Thuringen,2819,151,2420
2020-05-23,Germany,Unknown,1955,0,0
2020-05-23,Italy,Abruzzo,3220,394,1647
2020-05-23,Italy,Basilicata,394,27,318
2020-05-23,Italy,Calabria,1157,96,759
2020-05-23,Italy,Campania,4733,404,3037
2020-05-23,Italy,Emilia-Romagna,27470,4037,18703
2020-05-23,Italy,Friuli Venezia Giulia,3227,325,2417
2020-05-23,Italy,Lazio,7589,669,3285
2020-05-23,Italy,Liguria,9389,1407,6074
2020-05-23,Italy,Lombardia,86384,15784,44667
2020-05-23,Italy,Marche,6697,990,3939
2020-05-23,Italy,Molise,426,22,220
2020-05-23,Italy,P.A. Bolzano,2590,291,2075
2020-05-23,Italy,P.A. Trento,4388,455,3326
2020-05-23,Italy,Piemonte,30077,3757,17868
2020-05-23,Italy,Puglia,4440,482,2120
2020-05-23,Italy,Sardegna,1356,128,922
2020-05-23,Italy,Sicilia,3421,268,1634
2020-05-23,Italy,Toscana,10035,1009,7240
2020-05-23,Italy,Umbria,1429,74,1296
2020-05-23,Italy,Valle d'Aosta,1177,143,991
2020-05-23,Italy,Veneto,19059,1854,14182
2020-05-23,Mexico,Aguascalientes,609,25,405
2020-05-23,Mexico,Baja California,3944,648,2741
2020-05-23,Mexico,Baja California Sur,504,31,412
2020-05-23,Mexico,Campeche,378,50,228
2020-05-23,Mexico,Chiapas,971,67,485
2020-05-23,Mexico,Chihuahua,1121,245,760
2020-05-23,Mexico,Ciudad de Mexico,17690,1854,12341
2020-05-23,Mexico,Coahuila,813,64,598
2020-05-23,Mexico,Colima,97,14,44
2020-05-23,Mexico,Durango,211,26,132
2020-05-23,Mexico,Guanajuato,948,85,556
2020-05-23,Mexico,Guerrero,1020,154,638
2020-05-23,Mexico,Hidalgo,1136,201,550
2020-05-23,Mexico,Jalisco,1095,102,637
2020-05-23,Mexico,Mexico,10160,809,7914
2020-05-23,Mexico,Michoacan,1249,110,763
2020-05-23,Mexico,Morelos,1134,228,686
2020-05-23,Mexico,Nayarit,381,40,223
2020-05-23,Mexico,Nuevo Leon,1089,62,688
2020-05-23,Mexico,Oaxaca,902,93,404
2020-05-23,Mexico,Puebla,1859,244,1141
2020-05-23,Mexico,Queretaro,633,69,273
2020-05-23,Mexico,Quintana Roo,1530,283,1027
2020-05-23,Mexico,San Luis Potosi,595,26,371
2020-05-23,Mexico,Sinaloa,2328,366,1584
2020-05-23,Mexico,Sonora,1194,56,825
2020-05-23,Mexico,Tabasco,2930,371,1909
2020-05-23,Mexico,Tamaulipas,1126,80,807
2020-05-23,Mexico,Tlaxcala,691,119,393
2020-05-23,Mexico,Veracruz,2601,331,1638
2020-05-23,Mexico,Yucatan,1365,109,872
2020-05-23,Mexico,Zacatecas,223,27,146
2020-05-23,Netherlands,Aruba,101,3,95
2020-05-23,Netherlands,"Bonaire, Sint Eustatius and Saba",6,0,0
2020-05-23,Netherlands,Curacao,16,1,14
2020-05-23,Netherlands,Sint Maarten,77,15,59
2020-05-23,Spain,Andalusia,12576,1377,0
2020-05-23,Spain,Aragon,5618,858,0
2020-05-23,Spain,Asturias,2376,307,0
2020-05-23,Spain,Baleares,2037,222,0
2020-05-23,Spain,C. Valenciana,11021,1389,0
2020-05-23,Spain,Canarias,2312,155,0
2020-05-23,Spain,Cantabria,2284,209,0
2020-05-23,Spain,Castilla - La Mancha,16830,2929,0
2020-05-23,Spain,Castilla y Leon,18674,1961,0
2020-05-23,Spain,Catalonia,57036,6656,0
2020-05-23,Spain,Ceuta,124,4,0
2020-05-23,Spain,Extremadura,3044,506,0
2020-05-23,Spain,Galicia,9084,609,0
2020-05-23,Spain,La Rioja,4036,356,0
2020-05-23,Spain,Madrid,67425,8944,0
2020-05-23,Spain,Melilla,121,2,0
2020-05-23,Spain,Murcia,1572,149,0
2020-05-23,Spain,Navarra,5200,508,0
2020-05-23,Spain,Pais Vasco,13454,1487,0
2020-05-23,Spain,Unknown,0,0,150376
2020-05-23,US,Alabama,13670,541,0
2020-05-23,US,Alaska,403,10,0
2020-05-23,US,Arizona,15624,775,0
2020-05-23,US,Arkansas,5612,113,0
2020-05-23,US,California,90252,3666,0
2020-05-23,US,Colorado,23487,1324,0
2020-05-23,US,Connecticut,39640,3637,0
2020-05-23,US,Delaware,8529,322,0
2020-05-23,US,Diamond Princess,49,0,0
2020-05-23,US,District of Columbia,7893,418,0
2020-05-23,US,Florida,49451,2190,0
2020-05-23,US,Georgia,41482,1808,0
2020-05-23,US,Grand Princess,103,3,0
2020-05-23,US,Guam,165,5,0
2020-05-23,US,Hawaii,642,17,0
2020-05-23,US,Idaho,2595,79,0
2020-05-23,US,Illinois,105444,4715,0
2020-05-23,US,Indiana,30409,1941,0
2020-05-23,US,Iowa,16492,424,0
2020-05-23,US,Kansas,8909,205,0
2020-05-23,US,Kentucky,8426,391,0
2020-05-23,US,Louisiana,36925,2668,0
2020-05-23,US,Maine,1948,75,0
2020-05-23,US,Maryland,44424,2207,0
2020-05-23,US,Massachusetts,90889,6228,0
2020-05-23,US,Michigan,53913,5158,0
2020-05-23,US,Minnesota,19005,851,0
2020-05-23,US,Mississippi,12625,595,0
2020-05-23,US,Missouri,11836,677,0
2020-05-23,US,Montana,479,16,0
2020-05-23,US,Nebraska,11662,147,0
2020-05-23,US,Nevada,7525,386,0
2020-05-23,US,New Hampshire,4014,204,0
2020-05-23,US,New Jersey,152579,10985,0
2020-05-23,US,New Mexico,6625,302,0
2020-05-23,US,New York,358154,28853,0
2020-05-23,US,North Carolina,22110,775,0
2020-05-23,US,North Dakota,2317,52,0
2020-05-23,US,Northern Mariana Islands,22,2,0
2020-05-23,US,Ohio,30794,1872,0
2020-05-23,US,Oklahoma,5849,307,0
2020-05-23,US,Oregon,3864,147,0
2020-05-23,US,Pennsylvania,70211,5010,0
2020-05-23,US,Puerto Rico,3030,126,0
2020-05-23,US,Recovered,0,0,350135
2020-05-23,US,Rhode Island,13736,579,0
2020-05-23,US,South Carolina,9638,419,0
2020-05-23,US,South Dakota,4356,50,0
2020-05-23,US,Tennessee,19394,315,0
2020-05-23,US,Texas,53539,1470,0
2020-05-23,US,Utah,8057,93,0
2020-05-23,US,Vermont,952,54,0
2020-05-23,US,Virgin Islands,69,6,0
2020-05-23,US,Virginia,34950,1136,0
2020-05-23,US,Washington,19265,1050,0
2020-05-23,US,West Virginia,1705,72,0
2020-05-23,US,Wisconsin,14396,496,0
2020-05-23,US,Wyoming,803,12,0
2020-05-23,United Kingdom,Anguilla,3,0,3
2020-05-23,United Kingdom,Bermuda,128,9,81
2020-05-23,United Kingdom,British Virgin Islands,8,1,6
2020-05-23,United Kingdom,Cayman Islands,129,1,61
2020-05-23,United Kingdom,Channel Islands,558,45,508
2020-05-23,United Kingdom,Falkland Islands (Malvinas),13,0,13
2020-05-23,United Kingdom,Gibraltar,151,0,147
2020-05-23,United Kingdom,Isle of Man,336,24,303
2020-05-23,United Kingdom,Montserrat,11,1,10
2020-05-23,United Kingdom,Turks and Caicos Islands,12,1,10
2020-05-24,Australia,Australian Capital Territory,107,3,104
2020-05-24,Australia,New South Wales,3087,48,2653
2020-05-24,Australia,Northern Territory,29,0,29
2020-05-24,Australia,Queensland,1061,6,1041
2020-05-24,Australia,South Australia,439,4,435
2020-05-24,Australia,Tasmania,228,13,199
2020-05-24,Australia,Victoria,1603,19,1498
2020-05-24,Australia,Western Australia,560,9,549
2020-05-24,Brazil,Acre,3867,87,0
2020-05-24,Brazil,Alagoas,5630,301,0
2020-05-24,Brazil,Amapa,6091,162,0
2020-05-24,Brazil,Amazonas,28802,1744,0
2020-05-24,Brazil,Bahia,13000,413,0
2020-05-24,Brazil,Ceara,35122,2308,0
2020-05-24,Brazil,Distrito Federal,6251,95,0
2020-05-24,Brazil,Espirito Santo,9918,417,0
2020-05-24,Brazil,Goias,2377,95,0
2020-05-24,Brazil,Maranhao,18767,722,0
2020-05-24,Brazil,Mato Grosso,1352,37,0
2020-05-24,Brazil,Mato Grosso do Sul,858,17,0
2020-05-24,Brazil,Minas Gerais,6338,217,0
2020-05-24,Brazil,Para,22697,2001,0
2020-05-24,Brazil,Paraiba,7508,258,0
2020-05-24,Brazil,Parana,3099,150,0
2020-05-24,Brazil,Pernambuco,26786,2144,0
2020-05-24,Brazil,Piaui,3258,99,0
2020-05-24,Brazil,Rio Grande do Norte,4599,184,0
2020-05-24,Brazil,Rio Grande do Sul,6336,176,0
2020-05-24,Brazil,Rio de Janeiro,34533,3905,0
2020-05-24,Brazil,Rondonia,3109,115,0
2020-05-24,Brazil,Roraima,2374,81,0
2020-05-24,Brazil,Santa Catarina,6607,103,0
2020-05-24,Brazil,Sao Paulo,80558,6045,0
2020-05-24,Brazil,Sergipe,5131,86,0
2020-05-24,Brazil,Tocantins,2430,51,0
2020-05-24,Brazil,Unknown,0,0,142587
2020-05-24,Canada,Alberta,6818,135,5869
2020-05-24,Canada,British Columbia,2517,157,2057
2020-05-24,Canada,Diamond Princess,1,1,0
2020-05-24,Canada,Grand Princess,13,0,13
2020-05-24,Canada,Manitoba,292,7,268
2020-05-24,Canada,New Brunswick,121,0,120
2020-05-24,Canada,Newfoundland and Labrador,260,3,254
2020-05-24,Canada,Northwest Territories,5,0,5
2020-05-24,Canada,Nova Scotia,1049,58,969
2020-05-24,Canada,Ontario,26560,2157,19146
2020-05-24,Canada,Prince Edward Island,27,0,27
2020-05-24,Canada,Quebec,46847,3941,14044
2020-05-24,Canada,Saskatchewan,630,7,535
2020-05-24,Canada,Yukon,11,0,11
2020-05-24,Chile,Antofagasta,1897,21,0
2020-05-24,Chile,Araucania,1774,45,0
2020-05-24,Chile,Arica y Parinacota,482,7,0
2020-05-24,Chile,Atacama,182,0,0
2020-05-24,Chile,Aysen,8,0,0
2020-05-24,Chile,Biobio,1354,10,0
2020-05-24,Chile,Coquimbo,294,2,0
2020-05-24,Chile,Los Lagos,727,13,0
2020-05-24,Chile,Los Rios,274,6,0
2020-05-24,Chile,Magallanes,997,18,0
2020-05-24,Chile,Maule,823,15,0
2020-05-24,Chile,Metropolitana,51399,455,0
2020-05-24,Chile,Nuble,1077,21,0
2020-05-24,Chile,OHiggins,518,11,0
2020-05-24,Chile,Tarapaca,1471,5,0
2020-05-24,Chile,Unknown,0,0,26546
2020-05-24,Chile,Valparaiso,2116,44,0
2020-05-24,China,Anhui,991,6,985
2020-05-24,China,Beijing,593,9,581
2020-05-24,China,Chongqing,579,6,573
2020-05-24,China,Fujian,356,1,355
2020-05-24,China,Gansu,139,2,137
2020-05-24,China,Guangdong,1592,8,1580
2020-05-24,China,Guangxi,254,2,252
2020-05-24,China,Guizhou,147,2,145
2020-05-24,China,Hainan,169,6,162
2020-05-24,China,Hebei,328,6,322
2020-05-24,China,Heilongjiang,945,13,932
2020-05-24,China,Henan,1276,22,1254
2020-05-24,China,Hong Kong,1065,4,1029
2020-05-24,China,Hubei,68135,4512,63616
2020-05-24,China,Hunan,1019,4,1015
2020-05-24,China,Inner Mongolia,217,1,199
2020-05-24,China,Jiangsu,653,0,653
2020-05-24,China,Jiangxi,937,1,936
2020-05-24,China,Jilin,155,2,128
2020-05-24,China,Liaoning,149,2,144
2020-05-24,China,Macau,45,0,45
2020-05-24,China,Ningxia,75,0,75
2020-05-24,China,Qinghai,18,0,18
2020-05-24,China,Shaanxi,308,3,305
2020-05-24,China,Shandong,788,7,780
2020-05-24,China,Shanghai,668,7,647
2020-05-24,China,Shanxi,198,0,198
2020-05-24,China,Sichuan,563,3,558
2020-05-24,China,Tianjin,192,3,187
2020-05-24,China,Tibet,1,0,1
2020-05-24,China,Xinjiang,76,3,73
2020-05-24,China,Yunnan,185,2,183
2020-05-24,China,Zhejiang,1268,1,1267
2020-05-24,Denmark,Faroe Islands,187,0,187
2020-05-24,Denmark,Greenland,11,0,11
2020-05-24,France,French Guiana,279,1,143
2020-05-24,France,French Polynesia,60,0,60
2020-05-24,France,Guadeloupe,156,13,115
2020-05-24,France,Martinique,197,14,91
2020-05-24,France,Mayotte,1521,19,894
2020-05-24,France,New Caledonia,18,0,18
2020-05-24,France,Reunion,452,1,411
2020-05-24,France,Saint Barthelemy,6,0,6
2020-05-24,France,Saint Pierre and Miquelon,1,0,1
2020-05-24,France,St Martin,40,3,33
2020-05-24,Germany,Baden-Wurttemberg,34367,1696,31100
2020-05-24,Germany,Bayern,46438,2383,41530
2020-05-24,Germany,Berlin,6636,191,6049
2020-05-24,Germany,Brandenburg,3232,168,2900
2020-05-24,Germany,Bremen,1299,41,1000
2020-05-24,Germany,Hamburg,5063,240,4600
2020-05-24,Germany,Hessen,9670,458,8400
2020-05-24,Germany,Mecklenburg-Vorpommern,763,20,702
2020-05-24,Germany,Niedersachsen,11529,574,10200
2020-05-24,Germany,Nordrhein-Westfalen,37139,1555,33300
2020-05-24,Germany,Rheinland-Pfalz,6586,227,5996
2020-05-24,Germany,Saarland,2713,162,2445
2020-05-24,Germany,Sachsen,5219,204,4700
2020-05-24,Germany,Sachsen-Anhalt,1695,54,1554
2020-05-24,Germany,Schleswig-Holstein,3062,136,2800
2020-05-24,Germany,Thuringen,2841,152,2440
2020-05-24,Germany,Unknown,1734,0,0
2020-05-24,Italy,Abruzzo,3221,394,1659
2020-05-24,Italy,Basilicata,398,27,330
2020-05-24,Italy,Calabria,1157,96,773
2020-05-24,Italy,Campania,4744,404,3067
2020-05-24,Italy,Emilia-Romagna,27513,4047,18896
2020-05-24,Italy,Friuli Venezia Giulia,3233,327,2447
2020-05-24,Italy,Lazio,7607,676,3350
2020-05-24,Italy,Liguria,9427,1414,6279
2020-05-24,Italy,Lombardia,86825,15840,45355
2020-05-24,Italy,Marche,6701,993,3995
2020-05-24,Italy,Molise,431,22,220
2020-05-24,Italy,P.A. Bolzano,2590,291,2085
2020-05-24,Italy,P.A. Trento,4395,456,3374
2020-05-24,Italy,Piemonte,30137,3771,18341
2020-05-24,Italy,Puglia,4448,486,2157
2020-05-24,Italy,Sardegna,1356,129,940
2020-05-24,Italy,Sicilia,3421,269,1640
2020-05-24,Italy,Toscana,10047,1011,7270
2020-05-24,Italy,Umbria,1430,74,1300
2020-05-24,Italy,Valle d'Aosta,1177,143,999
2020-05-24,Italy,Veneto,19069,1865,14363
2020-05-24,Mexico,Aguascalientes,614,26,412
2020-05-24,Mexico,Baja California,4097,653,2826
2020-05-24,Mexico,Baja California Sur,521,31,416
2020-05-24,Mexico,Campeche,406,54,240
2020-05-24,Mexico,Chiapas,1050,68,543
2020-05-24,Mexico,Chihuahua,1170,246,791
2020-05-24,Mexico,Ciudad de Mexico,18912,1899,13112
2020-05-24,Mexico,Coahuila,816,64,617
2020-05-24,Mexico,Colima,100,14,47
2020-05-24,Mexico,Durango,217,26,139
2020-05-24,Mexico,Guanajuato,1028,85,595
2020-05-24,Mexico,Guerrero,1086,163,689
2020-05-24,Mexico,Hidalgo,1192,212,584
2020-05-24,Mexico,Jalisco,1132,102,670
2020-05-24,Mexico,Mexico,10606,842,8289
2020-05-24,Mexico,Michoacan,1330,115,804
2020-05-24,Mexico,Morelos,1171,238,712
2020-05-24,Mexico,Nayarit,404,41,239
2020-05-24,Mexico,Nuevo Leon,1120,62,719
2020-05-24,Mexico,Oaxaca,964,93,437
2020-05-24,Mexico,Puebla,2015,251,1212
2020-05-24,Mexico,Queretaro,669,69,298
2020-05-24,Mexico,Quintana Roo,1580,288,1066
2020-05-24,Mexico,San Luis Potosi,640,26,399
2020-05-24,Mexico,Sinaloa,2438,380,1642
2020-05-24,Mexico,Sonora,1264,63,879
2020-05-24,Mexico,Tabasco,3044,387,1996
2020-05-24,Mexico,Tamaulipas,1183,82,834
2020-05-24,Mexico,Tlaxcala,749,121,413
2020-05-24,Mexico,Veracruz,2689,341,1746
2020-05-24,Mexico,Yucatan,1419,110,910
2020-05-24,Mexico,Zacatecas,230,27,148
2020-05-24,Netherlands,Aruba,101,3,95
2020-05-24,Netherlands,"Bonaire, Sint Eustatius and Saba",6,0,0
2020-05-24,Netherlands,Curacao,17,1,14
2020-05-24,Netherlands,Sint Maarten,77,15,59
2020-05-24,Spain,Andalusia,12597,1389,0
2020-05-24,Spain,Aragon,5627,858,0
2020-05-24,Spain,Asturias,2377,307,0
2020-05-24,Spain,Baleares,2039,222,0
2020-05-24,Spain,C. Valenciana,11051,1390,0
2020-05-24,Spain,Canarias,2321,157,0
2020-05-24,Spain,Cantabria,2287,209,0
2020-05-24,Spain,Castilla - La Mancha,16855,2934,0
2020-05-24,Spain,Castilla y Leon,18737,1961,0
2020-05-24,Spain,Catalonia,57114,6663,0
2020-05-24,Spain,Ceuta,125,4,0
2020-05-24,Spain,Extremadura,3048,507,0
2020-05-24,Spain,Galicia,9098,610,0
2020-05-24,Spain,La Rioja,4036,357,0
2020-05-24,Spain,Madrid,67610,8956,0
2020-05-24,Spain,Melilla,121,2,0
2020-05-24,Spain,Murcia,1575,149,0
2020-05-24,Spain,Navarra,5205,509,0
2020-05-24,Spain,Pais Vasco,13467,1494,0
2020-05-24,Spain,Unknown,0,0,150376
2020-05-24,US,Alabama,14117,549,0
2020-05-24,US,Alaska,407,10,0
2020-05-24,US,Arizona,16053,801,0
2020-05-24,US,Arkansas,5775,115,0
2020-05-24,US,California,92539,3738,0
2020-05-24,US,Colorado,23964,1327,0
2020-05-24,US,Connecticut,40022,3675,0
2020-05-24,US,Delaware,8529,322,0
2020-05-24,US,Diamond Princess,49,0,0
2020-05-24,US,District of Columbia,7966,427,0
2020-05-24,US,Florida,50127,2233,0
2020-05-24,US,Georgia,42242,1822,0
2020-05-24,US,Grand Princess,103,3,0
2020-05-24,US,Guam,165,5,0
2020-05-24,US,Hawaii,643,17,0
2020-05-24,US,Idaho,2595,79,0
2020-05-24,US,Illinois,107796,4790,0
2020-05-24,US,Indiana,30901,1964,0
2020-05-24,US,Iowa,16898,446,0
2020-05-24,US,Kansas,8946,205,0
2020-05-24,US,Kentucky,8571,391,0
2020-05-24,US,Louisiana,36925,2668,0
2020-05-24,US,Maine,2013,77,0
2020-05-24,US,Maryland,45495,2243,0
2020-05-24,US,Massachusetts,91662,6304,0
2020-05-24,US,Michigan,54365,5223,0
2020-05-24,US,Minnesota,19845,861,0
2020-05-24,US,Mississippi,13005,616,0
2020-05-24,US,Missouri,11966,682,0
2020-05-24,US,Montana,479,16,0
2020-05-24,US,Nebraska,11963,147,0
2020-05-24,US,Nevada,7526,387,0
2020-05-24,US,New Hampshire,4089,208,0
2020-05-24,US,New Jersey,153140,11082,0
2020-05-24,US,New Mexico,6625,302,0
2020-05-24,US,New York,359926,29031,0
2020-05-24,US,North Carolina,22864,778,0
2020-05-24,US,North Dakota,2365,52,0
2020-05-24,US,Northern Mariana Islands,22,2,0
2020-05-24,US,Ohio,31408,1956,0
2020-05-24,US,Oklahoma,5960,311,0
2020-05-24,US,Oregon,3888,147,0
2020-05-24,US,Pennsylvania,71009,5112,0
2020-05-24,US,Puerto Rico,3100,127,0
2020-05-24,US,Recovered,0,0,361239
2020-05-24,US,Rhode Island,13952,597,0
2020-05-24,US,South Carolina,9895,425,0
2020-05-24,US,South Dakota,4464,50,0
2020-05-24,US,Tennessee,19785,329,0
2020-05-24,US,Texas,54776,1478,0
2020-05-24,US,Utah,8260,97,0
2020-05-24,US,Vermont,954,54,0
2020-05-24,US,Virgin Islands,69,6,0
2020-05-24,US,Virginia,35749,1159,0
2020-05-24,US,Washington,19265,1050,0
2020-05-24,US,West Virginia,1705,72,0
